case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/7282/2015,BIH-BHA-05,Bihar,Bhagalpur,JDG-615,Civil,SC_ST,Sessions,Arguments,5,2023-03-13,659,4,12,5,0.4166666666666667,0,0,243,730,0,47,33.3,High,0.9027397260273973,0.5462822458270107,0.7142857142857143,1,8,3,1,0,43.0,🔔 Approaching statutory deadline (90% elapsed); 🔴 SC/ST PoA: Priority disposal required,47,33.3,Medium,47.13,Medium,🟡,10,[#10] 🟡 Medium
CASE/3903/2022,BIH-BHA-06,Bihar,Bhagalpur,JDG-538,Civil,SC_ST,Sessions,Judgment,6,2019-01-31,2161,2,52,21,0.40384615384615385,0,0,182,730,1431,46,33.3,High,2.9602739726027396,0.7218880148079593,0.8571428571428571,1,8,3,5,0,63.0,⚠️ STATUTORY DEADLINE BREACHED (2161d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 5+ years pending,46,33.3,Medium,70.65,High,🟠,1,[#1] 🟠 High
CASE/4152/2015,BIH-BHA-06,Bihar,Bhagalpur,JDG-321,Civil,Senior_Citizen,Single_Judge,Execution,7,2018-12-23,2200,0,46,19,0.41304347826086957,0,0,86,180,2020,45,33.3,Medium,12.222222222222221,0.6272727272727273,1.0,1,9,4,3,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (2200d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 6+ years pending,45,33.3,Medium,69.68,High,🟠,2,[#2] 🟠 High
CASE/7232/2021,BIH-BHA-06,Bihar,Bhagalpur,JDG-488,Writ,POCSO,Magistrate,Arguments,5,2020-04-20,1716,1,39,10,0.2564102564102564,0,0,114,365,1351,46,33.3,Medium,4.701369863013698,0.6818181818181818,0.7142857142857143,5,6,2,1,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (1716d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,46,33.3,Medium,68.35,High,🟠,3,[#3] 🟠 High
CASE/2734/2018,BIH-BHA-06,Bihar,Bhagalpur,JDG-882,Criminal,POCSO,Division_Bench,Arguments,5,2020-11-21,1501,4,38,12,0.3157894736842105,0,0,123,365,1136,46,33.3,Medium,4.112328767123287,0.759493670886076,0.7142857142857143,2,6,0,1,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (1501d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,46,33.3,Medium,67.25,High,🟠,4,[#4] 🟠 High
CASE/0963/2023,BIH-BHA-06,Bihar,Bhagalpur,JDG-937,Execution,General_Civil,Single_Judge,Execution,7,2015-05-19,3514,71,76,36,0.47368421052631576,0,0,998,2190,1324,48,33.3,High,1.6045662100456621,0.6488332384746727,1.0,3,1,4,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3514d > 2190d); 📛 Aged case: 9+ years pending,48,33.3,Medium,67.13,High,🟠,5,[#5] 🟠 High
CASE/4924/2021,BIH-BHA-06,Bihar,Bhagalpur,JDG-245,Writ,NDPS,Single_Judge,Execution,7,2017-09-20,2659,18,60,27,0.45,0,0,315,1095,1564,47,33.3,High,2.428310502283105,0.6769462203836029,1.0,5,5,4,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2659d > 1095d); 📛 Aged case: 7+ years pending,47,33.3,Medium,65.37,High,🟠,6,[#6] 🟠 High
CASE/7481/2020,BIH-BHA-06,Bihar,Bhagalpur,JDG-982,Writ,NDPS,Division_Bench,Execution,7,2019-09-10,1939,13,50,7,0.14,0,0,470,1095,844,46,33.3,Medium,1.7707762557077626,0.7735946364105208,1.0,5,5,0,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (1939d > 1095d); 📛 Aged case: 5+ years pending,46,33.3,Medium,63.89,High,🟠,7,[#7] 🟠 High
CASE/9315/2021,BIH-BHA-06,Bihar,Bhagalpur,JDG-783,Appeal,Property_Dispute,Magistrate,Execution,7,2015-08-13,3428,52,80,28,0.35,0,0,1004,2920,508,52,33.3,High,1.173972602739726,0.7001166861143524,1.0,0,7,2,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3428d > 2920d); 📛 Aged case: 9+ years pending,52,33.3,Medium,63.39,High,🟠,8,[#8] 🟠 High
CASE/1717/2018,BIH-BHA-06,Bihar,Bhagalpur,JDG-412,Appeal,Motor_Accident,Sessions,Execution,7,2019-11-13,1875,102,34,10,0.29411764705882354,0,0,914,1825,50,45,33.3,Medium,1.0273972602739727,0.544,1.0,0,4,3,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (1875d > 1825d); 📛 Aged case: 5+ years pending,45,33.3,Medium,58.15,High,🟠,9,[#9] 🟠 High
CASE/7195/2020,BIH-BHA-06,Bihar,Bhagalpur,JDG-949,Civil,Commercial,Full_Bench,Execution,7,2022-10-12,811,7,24,7,0.2916666666666667,0,0,321,365,446,47,33.3,Medium,2.221917808219178,0.8877928483353884,1.0,1,0,1,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (811d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),47,33.3,Medium,56.99,High,🟠,10,[#10] 🟠 High
CASE/9755/2016,BIH-BHA-06,Bihar,Bhagalpur,JDG-782,Writ,Commercial,Sessions,Execution,7,2023-11-11,416,29,8,1,0.125,0,0,238,365,51,41,33.3,Medium,1.1397260273972603,0.5769230769230769,1.0,5,0,3,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (416d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),41,33.3,Medium,51.86,High,🟠,11,[#11] 🟠 High
CASE/0450/2019,BIH-BHA-06,Bihar,Bhagalpur,JDG-527,Appeal,SC_ST,Magistrate,Execution,7,2023-02-15,685,10,16,10,0.625,0,0,230,730,0,47,33.3,High,0.9383561643835616,0.7007299270072993,1.0,0,8,2,3,0,53.0,🔔 Approaching statutory deadline (93% elapsed); 🔴 SC/ST PoA: Priority disposal required; 🔁 High adjournment rate: 62% (10/16 hearings),47,33.3,Medium,51.48,High,🟠,12,[#12] 🟠 High
CASE/6191/2024,BIH-BHA-06,Bihar,Bhagalpur,JDG-592,Execution,General_Civil,Full_Bench,Judgment,6,2020-03-10,1757,62,36,10,0.2777777777777778,0,0,824,2190,0,45,33.3,Medium,0.8022831050228311,0.6146841206602163,0.8571428571428571,3,1,1,5,0,30.0,🔔 Approaching statutory deadline (80% elapsed); 📛 Long-pending: 4+ years,45,33.3,Medium,49.29,Medium,🟡,13,[#13] 🟡 Medium
CASE/7523/2015,BIH-BHA-06,Bihar,Bhagalpur,JDG-652,Revision,Motor_Accident,Division_Bench,Execution,7,2020-12-02,1490,31,27,9,0.3333333333333333,0,0,752,1825,0,48,33.3,Medium,0.8164383561643835,0.5436241610738255,1.0,4,4,0,3,0,30.0,🔔 Approaching statutory deadline (81% elapsed); 📛 Long-pending: 4+ years,48,33.3,Medium,48.12,Medium,🟡,14,[#14] 🟡 Medium
CASE/0284/2020,BIH-BHA-06,Bihar,Bhagalpur,JDG-560,Revision,Motor_Accident,Full_Bench,Execution,7,2021-12-04,1123,51,22,5,0.22727272727272727,0,0,711,1825,0,49,33.3,Medium,0.6153424657534247,0.5877114870881568,1.0,4,4,1,3,0,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,49,33.3,Medium,39.92,Medium,🟡,15,[#15] 🟡 Medium
CASE/6050/2023,BIH-BHA-06,Bihar,Bhagalpur,JDG-108,Criminal,General_Civil,Sessions,Arguments,5,2023-01-19,712,482,18,7,0.3888888888888889,1,0,803,2190,0,209,33.3,Medium,0.32511415525114157,0.7584269662921348,0.7142857142857143,2,1,3,1,0,15.0,🟥 Critical stagnation: 482d in 'Arguments' stage (limit 90d),209,33.3,Medium,29.97,Medium,🟡,16,[#16] 🟡 Medium
CASE/6710/2023,BIH-BHA-07,Bihar,Bhagalpur,JDG-382,Writ,SC_ST,Single_Judge,Execution,7,2020-06-21,1654,35,29,6,0.20689655172413793,1,0,247,730,924,51,66.7,High,2.265753424657534,0.5259975816203144,1.0,5,8,4,3,0,58.0,⚠️ STATUTORY DEADLINE BREACHED (1654d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,51,66.7,High,74.01,High,🟠,1,[#1] 🟠 High
CASE/3249/2017,BIH-BHA-07,Bihar,Bhagalpur,JDG-506,Appeal,POCSO,Magistrate,Execution,7,2016-03-22,3206,8,77,22,0.2857142857142857,0,0,130,365,2841,47,33.3,Medium,8.783561643835617,0.7205240174672489,1.0,0,6,2,3,0,65.0,⚠️ STATUTORY DEADLINE BREACHED (3206d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 8+ years pending,47,33.3,Medium,73.5,High,🟠,2,[#2] 🟠 High
CASE/4858/2021,BIH-BHA-07,Bihar,Bhagalpur,JDG-863,Appeal,General_Civil,Single_Judge,Arguments,5,2015-11-10,3339,30,66,31,0.4696969696969697,0,0,969,2190,1149,50,66.7,High,1.5246575342465754,0.5929919137466307,0.7142857142857143,0,1,4,1,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3339d > 2190d); 📛 Aged case: 9+ years pending,50,66.7,High,73.45,High,🟠,3,[#3] 🟠 High
CASE/4613/2024,BIH-BHA-07,Bihar,Bhagalpur,JDG-589,Civil,Senior_Citizen,Sessions,Arguments,5,2021-10-20,1168,3,26,11,0.4230769230769231,0,0,98,180,988,44,66.7,High,6.488888888888889,0.6678082191780822,0.7142857142857143,1,9,3,1,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (1168d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 3+ years,44,66.7,High,70.47,High,🟠,4,[#4] 🟠 High
CASE/3843/2015,BIH-BHA-07,Bihar,Bhagalpur,JDG-213,Writ,Property_Dispute,Single_Judge,Execution,7,2015-02-22,3600,154,78,31,0.3974358974358974,0,0,1024,2920,680,48,33.3,Medium,1.2328767123287672,0.65,1.0,5,7,4,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3600d > 2920d); 📛 Aged case: 9+ years pending,48,33.3,Medium,64.57,High,🟠,5,[#5] 🟠 High
CASE/7921/2024,BIH-BHA-07,Bihar,Bhagalpur,JDG-862,Criminal,Senior_Citizen,Single_Judge,Execution,7,2023-05-21,590,32,7,2,0.2857142857142857,1,0,91,180,410,50,66.7,High,3.2777777777777777,0.3559322033898305,1.0,2,9,4,3,0,50.0,⚠️ STATUTORY DEADLINE BREACHED (590d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,50,66.7,High,62.67,High,🟠,6,[#6] 🟠 High
CASE/2024/2017,BIH-BHA-07,Bihar,Bhagalpur,JDG-946,Writ,NDPS,Full_Bench,Execution,7,2021-06-06,1304,30,36,11,0.3055555555555556,0,0,431,1095,209,49,33.3,High,1.1908675799086759,0.8282208588957055,1.0,5,5,1,3,0,40.0,⚠️ STATUTORY DEADLINE BREACHED (1304d > 1095d); 📛 Long-pending: 3+ years,49,33.3,Medium,55.91,High,🟠,7,[#7] 🟠 High
CASE/6111/2018,BIH-BHA-07,Bihar,Bhagalpur,JDG-912,Writ,General_Civil,Single_Judge,Execution,7,2019-01-10,2182,28,63,30,0.47619047619047616,0,0,720,2190,0,46,33.3,High,0.9963470319634703,0.8661778185151238,1.0,5,1,4,3,0,35.0,🔔 Approaching statutory deadline (99% elapsed); 📛 Aged case: 5+ years pending,46,33.3,Medium,54.84,High,🟠,8,[#8] 🟠 High
CASE/0831/2017,BIH-BHA-07,Bihar,Bhagalpur,JDG-585,Appeal,Property_Dispute,Sessions,Execution,7,2020-04-10,1726,20,30,16,0.5333333333333333,0,0,1172,2920,0,55,33.3,Medium,0.5910958904109589,0.5214368482039398,1.0,0,7,3,3,0,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,55,33.3,Medium,42.68,Medium,🟡,9,[#9] 🟡 Medium
CASE/4073/2021,BIH-BHA-07,Bihar,Bhagalpur,JDG-202,Writ,Motor_Accident,Division_Bench,Judgment,6,2022-12-15,747,80,22,9,0.4090909090909091,0,0,719,1825,0,45,33.3,Medium,0.4093150684931507,0.8835341365461847,0.8571428571428571,5,4,0,5,0,0.0,No urgent flags,45,33.3,Medium,26.32,Medium,🟡,10,[#10] 🟡 Medium
CASE/8942/2023,BIH-BHA-08,Bihar,Bhagalpur,JDG-149,Appeal,General_Civil,Full_Bench,Arguments,5,2015-05-02,3531,443,82,32,0.3902439024390244,1,0,1118,2190,1341,62,66.7,Critical,1.6123287671232878,0.6966864910790145,0.7142857142857143,0,1,1,1,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (3531d > 2190d); 🟥 Critical stagnation: 443d in 'Arguments' stage (limit 90d); 📛 Aged case: 9+ years pending,62,66.7,High,79.1,Critical,🔴,1,[#1] 🔴 Critical
CASE/4516/2015,BIH-BHA-08,Bihar,Bhagalpur,JDG-919,Appeal,General_Civil,Magistrate,Execution,7,2015-09-10,3400,430,76,26,0.34210526315789475,1,0,909,2190,1210,52,66.7,High,1.552511415525114,0.6705882352941177,1.0,0,1,2,3,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (3400d > 2190d); 🟥 Critical stagnation: 430d in 'Execution' stage (limit 120d); 📛 Aged case: 9+ years pending,52,66.7,High,78.83,Critical,🔴,2,[#2] 🔴 Critical
CASE/7673/2019,BIH-BHA-08,Bihar,Bhagalpur,JDG-548,Civil,Senior_Citizen,Full_Bench,Judgment,6,2017-05-23,2779,4,60,19,0.31666666666666665,0,0,118,180,2599,49,33.3,High,15.438888888888888,0.6477150053976249,0.8571428571428571,1,9,1,5,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (2779d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 7+ years pending,49,33.3,Medium,70.87,High,🟠,3,[#3] 🟠 High
CASE/6774/2021,BIH-BHA-08,Bihar,Bhagalpur,JDG-913,Appeal,Senior_Citizen,Sessions,Execution,7,2020-02-23,1773,2,42,12,0.2857142857142857,0,0,74,180,1593,61,33.3,Medium,9.85,0.7106598984771574,1.0,0,9,3,3,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (1773d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 4+ years,61,33.3,Medium,66.89,High,🟠,4,[#4] 🟠 High
CASE/4279/2020,BIH-BHA-08,Bihar,Bhagalpur,JDG-944,Revision,General_Criminal,Single_Judge,Execution,7,2017-11-23,2595,29,62,27,0.43548387096774194,0,0,608,730,1865,47,33.3,High,3.5547945205479454,0.7167630057803468,1.0,4,2,4,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2595d > 730d); 📛 Aged case: 7+ years pending,47,33.3,Medium,65.24,High,🟠,5,[#5] 🟠 High
CASE/0468/2017,BIH-BHA-08,Bihar,Bhagalpur,JDG-344,Civil,Commercial,Magistrate,Execution,7,2020-07-12,1633,30,41,9,0.21951219512195122,0,0,329,365,1268,46,33.3,Medium,4.473972602739726,0.7532149418248623,1.0,1,0,2,3,0,50.0,⚠️ STATUTORY DEADLINE BREACHED (1633d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,46,33.3,Medium,64.42,High,🟠,6,[#6] 🟠 High
CASE/9562/2020,BIH-BHA-08,Bihar,Bhagalpur,JDG-191,Revision,Senior_Citizen,Sessions,Execution,7,2023-02-14,686,0,18,6,0.3333333333333333,0,0,120,180,506,49,33.3,Medium,3.811111111111111,0.7871720116618076,1.0,4,9,3,3,0,50.0,⚠️ STATUTORY DEADLINE BREACHED (686d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,49,33.3,Medium,57.31,High,🟠,7,[#7] 🟠 High
CASE/7601/2019,BIH-BHA-08,Bihar,Bhagalpur,JDG-994,Appeal,Motor_Accident,Division_Bench,Judgment,6,2020-01-15,1812,64,48,14,0.2916666666666667,0,0,702,1825,0,47,33.3,High,0.9928767123287672,0.794701986754967,0.8571428571428571,0,4,0,5,0,30.0,🔔 Approaching statutory deadline (99% elapsed); 📛 Long-pending: 4+ years,47,33.3,Medium,52.24,High,🟠,8,[#8] 🟠 High
CASE/7775/2015,BIH-BHA-08,Bihar,Bhagalpur,JDG-411,Writ,General_Civil,Sessions,Written_Statement,3,2023-08-13,506,185,16,7,0.4375,1,0,727,2190,0,460,33.3,Medium,0.2310502283105023,0.9486166007905138,0.42857142857142855,5,1,3,7,0,15.0,🟥 Critical stagnation: 185d in 'Written_Statement' stage (limit 90d),460,33.3,Medium,25.83,Medium,🟡,9,[#9] 🟡 Medium
CASE/9805/2016,BIH-BHA-09,Bihar,Bhagalpur,JDG-105,Criminal,General_Criminal,Magistrate,Execution,7,2019-10-12,1907,94,45,9,0.2,1,1,420,730,1177,49,100.0,Critical,2.6123287671232878,0.7079181961195595,1.0,2,2,2,3,0,65.0,⚠️ STATUTORY DEADLINE BREACHED (1907d > 730d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (1907d ≥ 608d); 📛 Aged case: 5+ years pending,49,100.0,Critical,84.17,Critical,🔴,1,[#1] 🔴 Critical
CASE/3551/2021,BIH-BHA-09,Bihar,Bhagalpur,JDG-591,Civil,Senior_Citizen,Single_Judge,Arguments,5,2015-08-06,3435,19,84,25,0.2976190476190476,1,0,86,180,3255,53,66.7,High,19.083333333333332,0.7336244541484717,0.7142857142857143,1,9,4,1,0,60.0,⚠️ STATUTORY DEADLINE BREACHED (3435d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 9+ years pending,53,66.7,High,78.9,Critical,🔴,2,[#2] 🔴 Critical
CASE/2403/2022,BIH-BHA-09,Bihar,Bhagalpur,JDG-238,Civil,Commercial,Single_Judge,Execution,7,2016-02-02,3255,120,66,20,0.30303030303030304,1,0,255,365,2890,58,66.7,High,8.917808219178083,0.6082949308755761,1.0,1,0,4,3,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (3255d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 8+ years pending,58,66.7,High,76.78,Critical,🔴,3,[#3] 🔴 Critical
CASE/3169/2017,BIH-BHA-09,Bihar,Bhagalpur,JDG-839,Execution,General_Criminal,Division_Bench,Execution,7,2015-02-01,3621,106,83,18,0.21686746987951808,1,0,534,730,2891,51,66.7,High,4.96027397260274,0.6876553438276719,1.0,3,2,0,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3621d > 730d); 📛 Aged case: 9+ years pending,51,66.7,High,74.03,High,🟠,4,[#4] 🟠 High
CASE/5540/2015,BIH-BHA-09,Bihar,Bhagalpur,JDG-484,Execution,Motor_Accident,Full_Bench,Arguments,5,2018-03-10,2488,20,71,29,0.4084507042253521,0,0,943,1825,663,45,66.7,High,1.3632876712328768,0.8561093247588424,0.7142857142857143,3,4,1,1,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2488d > 1825d); 📛 Aged case: 6+ years pending,45,66.7,High,70.79,High,🟠,5,[#5] 🟠 High
CASE/6059/2015,BIH-BHA-09,Bihar,Bhagalpur,JDG-603,Writ,SC_ST,Full_Bench,Execution,7,2020-02-02,1794,8,30,9,0.3,0,0,172,730,1064,48,33.3,Medium,2.4575342465753423,0.5016722408026756,1.0,5,8,1,3,0,58.0,⚠️ STATUTORY DEADLINE BREACHED (1794d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,48,33.3,Medium,68.05,High,🟠,6,[#6] 🟠 High
CASE/1863/2020,BIH-BHA-09,Bihar,Bhagalpur,JDG-578,Appeal,Senior_Citizen,Full_Bench,Execution,7,2022-02-02,1063,20,22,7,0.3181818181818182,1,0,121,180,883,49,66.7,High,5.905555555555556,0.620884289746002,1.0,0,9,1,3,0,50.0,⚠️ STATUTORY DEADLINE BREACHED (1063d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,49,66.7,High,68.01,High,🟠,7,[#7] 🟠 High
CASE/9514/2018,BIH-BHA-09,Bihar,Bhagalpur,JDG-673,Appeal,NDPS,Magistrate,Execution,7,2016-01-04,3284,0,77,28,0.36363636363636365,0,0,427,1095,2189,49,33.3,Medium,2.9990867579908675,0.7034104750304506,1.0,0,5,2,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3284d > 1095d); 📛 Aged case: 8+ years pending,49,33.3,Medium,66.66,High,🟠,8,[#8] 🟠 High
CASE/2263/2021,BIH-BHA-09,Bihar,Bhagalpur,JDG-346,Civil,Matrimonial,Sessions,Judgment,6,2016-05-10,3157,69,65,25,0.38461538461538464,0,0,725,1825,1332,48,33.3,High,1.7298630136986302,0.6176750079189104,0.8571428571428571,1,3,3,5,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (3157d > 1825d); 📛 Aged case: 8+ years pending,48,33.3,Medium,66.4,High,🟠,9,[#9] 🟠 High
CASE/8565/2021,BIH-BHA-09,Bihar,Bhagalpur,JDG-869,Appeal,Matrimonial,Full_Bench,Judgment,6,2018-08-13,2332,22,55,18,0.32727272727272727,0,0,679,1825,507,47,33.3,Medium,1.2778082191780822,0.7075471698113207,0.8571428571428571,0,3,1,5,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2332d > 1825d); 📛 Aged case: 6+ years pending,47,33.3,Medium,62.59,High,🟠,10,[#10] 🟠 High
CASE/0981/2018,BIH-BHA-09,Bihar,Bhagalpur,JDG-367,Execution,General_Criminal,Single_Judge,Arguments,5,2022-03-02,1035,53,22,11,0.5,0,0,364,730,305,48,66.7,High,1.417808219178082,0.6376811594202898,0.7142857142857143,3,2,4,1,0,35.0,⚠️ STATUTORY DEADLINE BREACHED (1035d > 730d),48,66.7,High,62.32,High,🟠,11,[#11] 🟠 High
CASE/5642/2021,BIH-BHA-09,Bihar,Bhagalpur,JDG-975,Revision,NDPS,Division_Bench,Execution,7,2023-04-02,639,7,12,5,0.4166666666666667,0,0,323,1095,0,47,33.3,Medium,0.5835616438356165,0.5633802816901409,1.0,4,5,0,3,0,15.0,📅 Past halfway of statutory limit,47,33.3,Medium,32.58,Medium,🟡,12,[#12] 🟡 Medium
CASE/1834/2018,BIH-BHA-09,Bihar,Bhagalpur,JDG-650,Writ,Matrimonial,Full_Bench,Execution,7,2023-08-08,511,48,16,4,0.25,0,0,734,1825,0,74,0.0,Low,0.28,0.9393346379647749,1.0,5,3,1,3,0,0.0,No urgent flags,74,0.0,Low,14.67,Low,🟢,13,[#13] 🟢 Low
CASE/3232/2023,BIH-BHA-10,Bihar,Bhagalpur,JDG-618,Appeal,SC_ST,Division_Bench,Execution,7,2021-03-15,1387,19,43,19,0.4418604651162791,0,0,223,730,657,49,33.3,Medium,1.9,0.9300648882480173,1.0,0,8,0,3,0,58.0,⚠️ STATUTORY DEADLINE BREACHED (1387d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,49,33.3,Medium,65.96,High,🟠,1,[#1] 🟠 High
CASE/9686/2019,BIH-BHA-10,Bihar,Bhagalpur,JDG-919,Writ,SC_ST,Division_Bench,Execution,7,2021-12-25,1102,10,31,16,0.5161290322580645,0,0,242,730,372,49,33.3,Medium,1.5095890410958903,0.8439201451905626,1.0,5,8,0,3,0,58.0,⚠️ STATUTORY DEADLINE BREACHED (1102d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,49,33.3,Medium,64.5,High,🟠,2,[#2] 🟠 High
CASE/7616/2015,BIH-BHA-10,Bihar,Bhagalpur,JDG-655,Appeal,NDPS,Full_Bench,Execution,7,2019-04-25,2077,19,50,13,0.26,0,0,420,1095,982,47,33.3,Medium,1.8968036529680365,0.7221954742416947,1.0,0,5,1,3,0,45.0,⚠️ STATUTORY DEADLINE BREACHED (2077d > 1095d); 📛 Aged case: 5+ years pending,47,33.3,Medium,64.18,High,🟠,3,[#3] 🟠 High
CASE/8113/2020,BIH-BHA-10,Bihar,Bhagalpur,JDG-966,Appeal,POCSO,Magistrate,Execution,7,2023-06-14,566,80,7,2,0.2857142857142857,1,0,148,365,201,49,66.7,High,1.5506849315068494,0.3710247349823321,1.0,0,6,2,3,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (566d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),49,66.7,High,64.09,High,🟠,4,[#4] 🟠 High
CASE/5004/2015,BIH-BHA-10,Bihar,Bhagalpur,JDG-913,Writ,Commercial,Sessions,Judgment,6,2023-09-02,486,55,14,9,0.6428571428571429,1,0,370,365,121,59,66.7,High,1.3315068493150686,0.8641975308641976,0.8571428571428571,5,0,3,5,0,55.0,⚠️ STATUTORY DEADLINE BREACHED (486d > 180d); 🔁 High adjournment rate: 64% (9/14 hearings); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),59,66.7,High,63.0,High,🟠,5,[#5] 🟠 High
CASE/2319/2017,BIH-BHA-10,Bihar,Bhagalpur,JDG-241,Criminal,Property_Dispute,Division_Bench,Judgment,6,2017-06-10,2761,137,63,23,0.36507936507936506,0,0,914,2920,0,45,33.3,High,0.9455479452054795,0.6845345889170591,0.8571428571428571,2,7,0,5,0,50.0,🔔 Approaching statutory deadline (94% elapsed); 🟥 Critical stagnation: 137d in 'Judgment' stage (limit 60d); 📛 Aged case: 7+ years pending,45,33.3,Medium,60.57,High,🟠,6,[#6] 🟠 High
CASE/4396/2022,BIH-BHA-10,Bihar,Bhagalpur,JDG-158,Revision,Matrimonial,Single_Judge,Arguments,5,2021-02-14,1416,3,30,11,0.36666666666666664,0,0,748,1825,0,44,33.3,Medium,0.7758904109589041,0.635593220338983,0.7142857142857143,4,3,4,1,0,30.0,🔔 Approaching statutory deadline (77% elapsed); 📛 Long-pending: 3+ years,44,33.3,Medium,47.17,Medium,🟡,7,[#7] 🟡 Medium
CASE/7500/2021,BIH-BHA-10,Bihar,Bhagalpur,JDG-871,Appeal,Property_Dispute,Magistrate,Execution,7,2019-10-08,1911,28,35,16,0.45714285714285713,0,0,1321,2920,0,49,33.3,Medium,0.6544520547945205,0.5494505494505494,1.0,0,7,2,3,0,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,49,33.3,Medium,46.0,Medium,🟡,8,[#8] 🟡 Medium
CASE/2003/2020,BIH-BHA-10,Bihar,Bhagalpur,JDG-277,Revision,NDPS,Single_Judge,Arguments,5,2022-06-21,924,8,18,9,0.5,0,0,335,1095,0,46,33.3,Medium,0.8438356164383561,0.5844155844155844,0.7142857142857143,4,5,4,1,0,25.0,🔔 Approaching statutory deadline (84% elapsed),46,33.3,Medium,42.97,Medium,🟡,9,[#9] 🟡 Medium
CASE/4438/2019,BIH-BHA-11,Bihar,Bhagalpur,JDG-385,Writ,POCSO,Full_Bench,Arguments,5,2016-01-10,3278,3,79,35,0.4430379746835443,0,0,123,365,2913,47,66.7,Medium,8.98082191780822,0.7230018303843807,0.7142857142857143,5,6,1,1,0,65.0,⚠️ STATUTORY DEADLINE BREACHED (3278d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 8+ years pending,47,66.7,High,80.33,Critical,🔴,1,[#1] 🔴 Critical
