case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label
CASE/5932/2023,WES-KOL-03,West Bengal,Kolkata,JDG-562,Appeal,Property_Dispute,Single_Judge,Judgment,6,2021-08-28,1221,315,26,10,0.385,1,0,1442,2920,0,33,40.2,Medium
CASE/8544/2019,BIH-GAY-20,Bihar,Gaya,JDG-162,Execution,POCSO,Single_Judge,Execution,7,2020-02-20,1776,15,43,12,0.279,0,0,138,365,1411,53,45.57,Medium
CASE/7268/2016,MAD-JAB-14,Madhya Pradesh,Jabalpur,JDG-722,Appeal,SC_ST,Full_Bench,Execution,7,2015-11-27,3322,20,82,28,0.341,0,0,145,730,2592,97,44.23,Medium
CASE/9591/2023,KAR-BEN-05,Karnataka,Bengaluru,JDG-490,Revision,NDPS,Full_Bench,Execution,7,2022-12-26,736,58,18,3,0.167,0,0,362,1095,0,10,24.1,Low
CASE/7049/2016,DEL-NOR-15,Delhi,North,JDG-973,Revision,General_Civil,Single_Judge,Evidence,4,2023-11-23,404,65,9,1,0.111,0,0,915,2190,0,522,14.45,Low
CASE/6780/2020,BIH-GAY-14,Bihar,Gaya,JDG-525,Criminal,Property_Dispute,Magistrate,Execution,7,2020-02-01,1795,8,42,10,0.238,0,0,1008,2920,0,10,29.76,Medium
CASE/4177/2020,UTT-VAR-14,Uttar Pradesh,Varanasi,JDG-168,Execution,Matrimonial,Magistrate,Arguments,5,2016-09-17,3027,116,67,39,0.582,1,0,670,1825,1202,10,73.45,High
CASE/6106/2017,UTT-LUC-03,Uttar Pradesh,Lucknow,JDG-700,Civil,Motor_Accident,Single_Judge,Execution,7,2021-03-28,1374,8,27,6,0.222,0,0,733,1825,0,10,28.61,Medium
CASE/6930/2015,BIH-MUZ-04,Bihar,Muzaffarpur,JDG-419,Writ,Motor_Accident,Sessions,Arguments,5,2018-03-24,2474,73,53,18,0.34,0,0,809,1825,649,34,53.84,High
CASE/2536/2022,GUJ-AHM-19,Gujarat,Ahmedabad,JDG-458,Criminal,General_Civil,Single_Judge,Execution,7,2017-07-07,2734,214,52,17,0.327,1,0,1188,2190,544,78,64.54,High
CASE/3706/2021,BIH-MUZ-04,Bihar,Muzaffarpur,JDG-728,Revision,NDPS,Sessions,Execution,7,2021-04-16,1355,77,28,12,0.429,1,0,500,1095,260,76,68.56,High
CASE/2956/2019,BIH-PAT-20,Bihar,Patna,JDG-447,Civil,NDPS,Full_Bench,Judgment,6,2022-11-18,774,3,28,10,0.357,0,0,305,1095,0,22,44.3,Medium
CASE/6567/2016,GUJ-AHM-06,Gujarat,Ahmedabad,JDG-193,Revision,Senior_Citizen,Single_Judge,Judgment,6,2016-08-04,3071,7,78,24,0.308,0,0,81,180,2891,10,44.78,Medium
CASE/5586/2017,BIH-GAY-13,Bihar,Gaya,JDG-838,Appeal,Motor_Accident,Full_Bench,Execution,7,2019-02-24,2137,87,52,14,0.269,0,0,660,1825,312,91,47.51,Medium
CASE/0816/2016,GUJ-AHM-02,Gujarat,Ahmedabad,JDG-777,Criminal,Senior_Citizen,Magistrate,Judgment,6,2018-01-19,2538,1,70,19,0.271,0,0,94,180,2358,66,50.65,High
CASE/4476/2018,WES-SIL-20,West Bengal,Siliguri,JDG-216,Appeal,Property_Dispute,Sessions,Judgment,6,2023-06-20,560,1,12,1,0.083,0,0,1375,2920,0,563,5.17,Low
CASE/9718/2022,GUJ-RAJ-04,Gujarat,Rajkot,JDG-146,Execution,NDPS,Full_Bench,Arguments,5,2020-11-28,1494,17,41,11,0.268,0,0,301,1095,399,10,44.41,Medium
CASE/3350/2019,TAM-SAL-20,Tamil Nadu,Salem,JDG-882,Civil,POCSO,Division_Bench,Execution,7,2017-05-15,2787,9,74,26,0.351,0,0,119,365,2422,24,55.59,High
CASE/8150/2021,RAJ-UDA-11,Rajasthan,Udaipur,JDG-489,Civil,SC_ST,Division_Bench,Arguments,5,2016-12-20,2933,21,78,40,0.513,0,0,155,730,2203,65,53.95,High
CASE/5803/2016,BIH-GAY-17,Bihar,Gaya,JDG-546,Execution,General_Civil,Single_Judge,Judgment,6,2019-06-15,2026,64,42,14,0.333,0,0,1076,2190,0,51,49.1,Medium
CASE/7034/2024,MAH-NAS-03,Maharashtra,Nashik,JDG-396,Revision,Matrimonial,Magistrate,Arguments,5,2019-07-15,1996,4,46,19,0.413,0,0,652,1825,171,14,52.04,High
CASE/7539/2020,UTT-KAN-01,Uttar Pradesh,Kanpur,JDG-964,Criminal,Matrimonial,Magistrate,Execution,7,2015-12-27,3292,0,72,23,0.319,0,0,646,1825,1467,10,44.21,Medium
CASE/8585/2016,UTT-ALL-14,Uttar Pradesh,Allahabad,JDG-863,Appeal,General_Criminal,Full_Bench,Execution,7,2019-06-10,2031,44,54,18,0.333,0,0,498,730,1301,45,47.9,Medium
CASE/8364/2016,GUJ-SUR-11,Gujarat,Surat,JDG-298,Civil,Senior_Citizen,Sessions,Arguments,5,2020-12-13,1479,41,37,10,0.27,1,0,75,180,1299,41,66.13,High
CASE/2400/2019,GUJ-VAD-05,Gujarat,Vadodara,JDG-716,Civil,Commercial,Division_Bench,Judgment,6,2017-03-19,2844,13,55,13,0.236,0,0,365,365,2479,175,48.26,Medium
CASE/9237/2024,KAR-BEN-06,Karnataka,Bengaluru,JDG-758,Appeal,Property_Dispute,Sessions,Judgment,6,2020-01-13,1814,18,39,10,0.256,0,0,1159,2920,0,157,25.89,Medium
CASE/1119/2022,DEL-NOR-11,Delhi,North,JDG-915,Appeal,Senior_Citizen,Full_Bench,Execution,7,2019-12-17,1841,3,34,17,0.5,0,0,87,180,1661,55,51.33,High
CASE/5086/2022,RAJ-JAI-12,Rajasthan,Jaipur,JDG-158,Civil,General_Civil,Single_Judge,Arguments,5,2020-01-26,1801,33,43,18,0.419,0,0,817,2190,0,27,42.3,Medium
CASE/9734/2023,GUJ-VAD-03,Gujarat,Vadodara,JDG-694,Revision,SC_ST,Magistrate,Execution,7,2019-04-24,2078,7,49,11,0.224,0,0,153,730,1348,32,47.17,Medium
CASE/3085/2020,BIH-PAT-15,Bihar,Patna,JDG-613,Execution,General_Criminal,Magistrate,Execution,7,2021-10-14,1174,74,28,9,0.321,0,0,426,730,444,22,42.18,Medium
CASE/1382/2023,KAR-BEN-15,Karnataka,Bengaluru,JDG-140,Writ,SC_ST,Division_Bench,Judgment,6,2022-03-31,1006,24,20,9,0.45,0,0,224,730,276,83,56.04,High
CASE/9992/2017,TAM-SAL-15,Tamil Nadu,Salem,JDG-389,Revision,General_Civil,Full_Bench,Execution,7,2019-01-30,2162,207,50,12,0.24,1,0,1067,2190,0,10,62.65,High
CASE/5483/2016,WES-SIL-11,West Bengal,Siliguri,JDG-671,Civil,General_Criminal,Single_Judge,Judgment,6,2018-09-12,2302,27,51,16,0.314,0,0,385,730,1572,10,60.49,High
CASE/5462/2016,WES-DUR-09,West Bengal,Durgapur,JDG-458,Criminal,General_Criminal,Division_Bench,Execution,7,2021-07-14,1266,3,31,11,0.355,0,1,542,730,536,10,66.24,High
CASE/1389/2019,RAJ-KOT-05,Rajasthan,Kota,JDG-758,Execution,General_Criminal,Magistrate,Execution,7,2021-04-08,1363,21,34,14,0.412,0,0,625,730,633,69,45.77,Medium
CASE/6938/2023,GUJ-SUR-17,Gujarat,Surat,JDG-471,Execution,SC_ST,Single_Judge,Execution,7,2019-01-22,2170,13,42,14,0.333,0,0,167,730,1440,125,49.82,Medium
CASE/3146/2018,RAJ-JOD-07,Rajasthan,Jodhpur,JDG-179,Appeal,Matrimonial,Division_Bench,Execution,7,2016-07-17,3089,89,66,25,0.379,0,0,489,1825,1264,86,51.95,High
CASE/8627/2015,RAJ-JAI-17,Rajasthan,Jaipur,JDG-997,Execution,General_Civil,Full_Bench,Judgment,6,2022-06-04,941,99,17,2,0.118,0,0,1169,2190,0,40,12.13,Low
CASE/2659/2017,DEL-SOU-20,Delhi,South,JDG-928,Criminal,Motor_Accident,Sessions,Execution,7,2022-10-08,815,139,15,6,0.4,1,0,979,1825,0,50,41.59,Medium
CASE/3892/2022,KAR-MAN-02,Karnataka,Mangaluru,JDG-870,Writ,Motor_Accident,Full_Bench,Execution,7,2021-11-05,1152,132,21,5,0.238,0,0,707,1825,0,10,25.88,Medium
CASE/7685/2018,MAD-IND-18,Madhya Pradesh,Indore,JDG-551,Writ,Commercial,Sessions,Execution,7,2019-02-15,2146,52,48,14,0.292,1,0,354,365,1781,51,58.39,High
CASE/6860/2017,MAD-GWA-13,Madhya Pradesh,Gwalior,JDG-241,Revision,General_Civil,Sessions,Execution,7,2017-03-28,2835,16,66,21,0.318,0,0,731,2190,645,49,46.8,Medium
CASE/1681/2023,RAJ-JAI-16,Rajasthan,Jaipur,JDG-185,Revision,Matrimonial,Full_Bench,Execution,7,2016-05-25,3142,3,71,21,0.296,0,0,496,1825,1317,10,57.99,High
CASE/7168/2016,KAR-HUB-15,Karnataka,Hubballi,JDG-457,Criminal,General_Civil,Magistrate,Arguments,5,2017-06-28,2743,330,87,29,0.333,1,0,1089,2190,553,66,64.7,High
CASE/6127/2018,MAH-NAS-02,Maharashtra,Nashik,JDG-483,Revision,Motor_Accident,Single_Judge,Execution,7,2019-05-01,2071,179,53,21,0.396,1,0,619,1825,246,10,48.32,Medium
CASE/5494/2017,TAM-CHE-11,Tamil Nadu,Chennai,JDG-393,Execution,SC_ST,Single_Judge,Execution,7,2016-07-17,3089,3,75,26,0.347,0,0,175,730,2359,17,48.05,Medium
CASE/0087/2016,MAD-IND-16,Madhya Pradesh,Indore,JDG-320,Revision,Property_Dispute,Full_Bench,Execution,7,2015-03-19,3575,84,74,20,0.27,0,0,1373,2920,655,10,45.88,Medium
CASE/4935/2016,KAR-MAN-04,Karnataka,Mangaluru,JDG-529,Criminal,NDPS,Division_Bench,Execution,7,2015-07-15,3457,49,70,35,0.5,0,1,456,1095,2362,153,75.09,Critical
CASE/9777/2023,DEL-EAS-03,Delhi,East,JDG-688,Appeal,SC_ST,Sessions,Execution,7,2015-03-09,3585,53,84,21,0.25,1,0,232,730,2855,121,57.16,High
CASE/5781/2018,TAM-COI-10,Tamil Nadu,Coimbatore,JDG-291,Civil,Motor_Accident,Magistrate,Execution,7,2021-05-26,1315,19,24,10,0.417,0,0,852,1825,0,83,35.8,Medium
CASE/8313/2023,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-499,Revision,General_Civil,Single_Judge,Execution,7,2021-03-19,1383,461,25,9,0.36,1,0,1242,2190,0,60,47.24,Medium
CASE/0267/2020,MAD-BHO-13,Madhya Pradesh,Bhopal,JDG-453,Writ,Matrimonial,Single_Judge,Execution,7,2023-11-04,423,87,7,2,0.286,0,0,747,1825,0,58,9.94,Low
CASE/0727/2020,TAM-CHE-19,Tamil Nadu,Chennai,JDG-933,Criminal,Matrimonial,Full_Bench,Judgment,6,2021-02-14,1416,7,42,12,0.286,0,0,697,1825,0,38,43.39,Medium
CASE/1034/2022,KAR-MAN-16,Karnataka,Mangaluru,JDG-306,Criminal,Senior_Citizen,Full_Bench,Execution,7,2015-06-01,3501,1,66,22,0.333,0,0,111,180,3321,61,40.6,Medium
CASE/8445/2021,MAH-PUN-02,Maharashtra,Pune,JDG-359,Writ,Matrimonial,Magistrate,Arguments,5,2021-02-02,1428,124,35,14,0.4,1,0,654,1825,0,20,59.78,High
CASE/5439/2019,MAH-PUN-10,Maharashtra,Pune,JDG-547,Civil,Matrimonial,Full_Bench,Execution,7,2016-05-24,3143,79,73,21,0.288,0,0,530,1825,1318,65,46.65,Medium
CASE/8130/2022,WES-SIL-13,West Bengal,Siliguri,JDG-373,Criminal,Matrimonial,Sessions,Execution,7,2019-02-13,2148,17,57,27,0.474,0,0,715,1825,323,10,42.33,Medium
CASE/2957/2023,UTT-KAN-03,Uttar Pradesh,Kanpur,JDG-205,Revision,Motor_Accident,Full_Bench,Execution,7,2018-04-18,2449,43,47,20,0.426,0,0,591,1825,624,12,48.17,Medium
CASE/9874/2021,UTT-VAR-10,Uttar Pradesh,Varanasi,JDG-459,Appeal,NDPS,Magistrate,Arguments,5,2016-11-13,2970,15,83,34,0.41,0,0,502,1095,1875,10,56.48,High
CASE/4499/2015,MAD-BHO-12,Madhya Pradesh,Bhopal,JDG-472,Appeal,General_Criminal,Magistrate,Arguments,5,2015-11-04,3345,18,89,35,0.393,0,0,386,730,2615,10,49.24,Medium
CASE/7180/2015,BIH-GAY-01,Bihar,Gaya,JDG-341,Revision,Senior_Citizen,Single_Judge,Execution,7,2016-06-01,3135,0,65,24,0.369,0,0,119,180,2955,14,51.36,High
CASE/9914/2017,GUJ-VAD-13,Gujarat,Vadodara,JDG-479,Civil,General_Criminal,Magistrate,Arguments,5,2022-08-13,871,253,22,9,0.409,1,0,559,730,141,14,66.18,High
CASE/8675/2020,GUJ-RAJ-03,Gujarat,Rajkot,JDG-765,Criminal,General_Criminal,Full_Bench,Execution,7,2019-06-19,2022,99,56,20,0.357,1,1,445,730,1292,138,75.38,Critical
CASE/3049/2022,RAJ-JOD-04,Rajasthan,Jodhpur,JDG-675,Execution,POCSO,Magistrate,Arguments,5,2020-10-21,1532,6,29,17,0.586,0,0,152,365,1167,122,60.13,High
CASE/4679/2022,UTT-VAR-09,Uttar Pradesh,Varanasi,JDG-238,Criminal,Property_Dispute,Single_Judge,Execution,7,2017-03-30,2833,15,63,23,0.365,0,0,1208,2920,0,10,47.08,Medium
CASE/5237/2020,UTT-KAN-06,Uttar Pradesh,Kanpur,JDG-663,Civil,Property_Dispute,Single_Judge,Written_Statement,3,2022-12-16,746,0,23,10,0.435,0,0,1423,2920,0,395,28.51,Medium
CASE/2853/2020,BIH-MUZ-10,Bihar,Muzaffarpur,JDG-224,Execution,Senior_Citizen,Division_Bench,Execution,7,2020-09-14,1569,6,31,3,0.097,0,0,116,180,1389,82,39.06,Medium
CASE/5913/2023,TAM-COI-08,Tamil Nadu,Coimbatore,JDG-578,Civil,Property_Dispute,Full_Bench,Execution,7,2021-06-02,1308,57,30,10,0.333,0,0,1528,2920,0,11,21.32,Low
CASE/5068/2021,BIH-GAY-20,Bihar,Gaya,JDG-638,Civil,SC_ST,Magistrate,Arguments,5,2023-01-15,716,11,18,6,0.333,0,0,221,730,0,12,51.64,High
CASE/5195/2016,WES-SIL-19,West Bengal,Siliguri,JDG-796,Criminal,SC_ST,Magistrate,Execution,7,2020-01-18,1809,10,41,9,0.22,0,0,225,730,1079,64,43.55,Medium
CASE/9631/2017,BIH-MUZ-05,Bihar,Muzaffarpur,JDG-543,Execution,General_Civil,Division_Bench,Judgment,6,2023-08-11,508,127,10,0,0.0,0,0,1063,2190,0,404,14.5,Low
CASE/4983/2017,BIH-PAT-04,Bihar,Patna,JDG-826,Criminal,General_Civil,Full_Bench,Execution,7,2016-10-25,2989,21,73,26,0.356,0,0,1255,2190,799,68,51.71,High
CASE/4106/2018,TAM-MAD-17,Tamil Nadu,Madurai,JDG-381,Civil,NDPS,Sessions,Execution,7,2022-02-14,1051,15,24,8,0.333,0,0,439,1095,0,10,39.59,Medium
CASE/8235/2017,KAR-HUB-20,Karnataka,Hubballi,JDG-257,Civil,General_Civil,Sessions,Judgment,6,2021-08-21,1228,100,23,5,0.217,0,0,919,2190,0,28,26.48,Medium
CASE/1331/2015,KAR-HUB-19,Karnataka,Hubballi,JDG-371,Civil,POCSO,Sessions,Judgment,6,2022-03-12,1025,2,23,6,0.261,0,0,101,365,660,10,42.62,Medium
CASE/8939/2019,TAM-SAL-20,Tamil Nadu,Salem,JDG-594,Appeal,POCSO,Full_Bench,Execution,7,2022-03-14,1023,11,29,11,0.379,0,0,108,365,658,37,49.68,Medium
CASE/0982/2017,TAM-SAL-10,Tamil Nadu,Salem,JDG-595,Civil,Property_Dispute,Magistrate,Execution,7,2019-12-06,1852,66,26,7,0.269,0,0,1504,2920,0,75,29.09,Medium
CASE/5122/2020,MAD-IND-11,Madhya Pradesh,Indore,JDG-508,Criminal,General_Criminal,Full_Bench,Execution,7,2023-03-27,645,296,15,2,0.133,1,1,622,730,0,204,58.98,High
CASE/5229/2018,KAR-HUB-17,Karnataka,Hubballi,JDG-373,Civil,General_Civil,Single_Judge,Execution,7,2020-03-25,1742,161,48,14,0.292,0,0,825,2190,0,24,35.29,Medium
CASE/4755/2021,MAD-IND-05,Madhya Pradesh,Indore,JDG-354,Civil,SC_ST,Magistrate,Execution,7,2021-11-25,1132,6,32,7,0.219,0,0,251,730,402,52,42.59,Medium
CASE/2611/2022,KAR-HUB-19,Karnataka,Hubballi,JDG-610,Criminal,Matrimonial,Magistrate,Execution,7,2020-10-09,1544,34,38,15,0.395,0,0,560,1825,0,34,38.9,Medium
CASE/8282/2022,RAJ-KOT-01,Rajasthan,Kota,JDG-697,Appeal,SC_ST,Division_Bench,Execution,7,2017-09-13,2666,53,51,19,0.373,1,0,193,730,1936,10,62.83,High
CASE/9790/2022,GUJ-AHM-02,Gujarat,Ahmedabad,JDG-108,Appeal,NDPS,Sessions,Execution,7,2018-03-16,2482,28,74,18,0.243,0,0,399,1095,1387,28,35.24,Medium
CASE/5993/2021,UTT-KAN-05,Uttar Pradesh,Kanpur,JDG-510,Execution,NDPS,Single_Judge,Execution,7,2019-02-07,2154,10,55,19,0.345,0,0,418,1095,1059,106,45.22,Medium
CASE/1205/2021,MAH-PUN-12,Maharashtra,Pune,JDG-882,Writ,General_Civil,Magistrate,Execution,7,2020-08-27,1587,184,24,5,0.208,1,0,1244,2190,0,85,43.84,Medium
CASE/2109/2016,BIH-MUZ-20,Bihar,Muzaffarpur,JDG-913,Civil,General_Criminal,Full_Bench,Judgment,6,2019-06-02,2039,36,51,20,0.392,0,0,440,730,1309,104,46.61,Medium
CASE/8342/2021,GUJ-VAD-05,Gujarat,Vadodara,JDG-146,Revision,Commercial,Single_Judge,Execution,7,2020-08-10,1604,7,52,23,0.442,0,0,218,365,1239,80,51.43,High
CASE/7488/2017,MAH-PUN-11,Maharashtra,Pune,JDG-243,Revision,Property_Dispute,Sessions,Arguments,5,2021-10-19,1169,9,34,7,0.206,0,0,1351,2920,0,90,17.35,Low
CASE/4903/2024,GUJ-VAD-06,Gujarat,Vadodara,JDG-948,Revision,Motor_Accident,Sessions,Execution,7,2018-10-09,2275,39,42,23,0.548,0,0,1002,1825,450,10,52.02,High
CASE/0273/2020,BIH-BHA-19,Bihar,Bhagalpur,JDG-526,Appeal,NDPS,Single_Judge,Arguments,5,2018-09-18,2296,31,60,11,0.183,0,0,380,1095,1201,10,42.71,Medium
CASE/4351/2024,DEL-NOR-01,Delhi,North,JDG-838,Appeal,General_Criminal,Division_Bench,Execution,7,2021-06-23,1287,91,39,19,0.487,1,0,488,730,557,84,58.55,High
CASE/6230/2017,MAH-NAS-06,Maharashtra,Nashik,JDG-132,Execution,General_Civil,Division_Bench,Execution,7,2022-08-20,864,3,15,9,0.6,0,0,846,2190,0,10,22.7,Low
CASE/5140/2021,DEL-CEN-07,Delhi,Central,JDG-807,Appeal,POCSO,Magistrate,Execution,7,2016-09-12,3032,2,78,27,0.346,0,0,105,365,2667,10,47.68,Medium
CASE/1021/2017,TAM-SAL-17,Tamil Nadu,Salem,JDG-674,Appeal,General_Criminal,Division_Bench,Execution,7,2020-10-25,1528,28,26,13,0.5,0,0,514,730,798,10,44.05,Medium
CASE/2838/2022,GUJ-RAJ-17,Gujarat,Rajkot,JDG-659,Writ,Motor_Accident,Full_Bench,Execution,7,2020-12-23,1469,102,25,9,0.36,0,0,880,1825,0,169,37.35,Medium
CASE/4039/2019,GUJ-VAD-20,Gujarat,Vadodara,JDG-330,Criminal,Property_Dispute,Full_Bench,Execution,7,2021-04-04,1367,6,29,10,0.345,0,0,1176,2920,0,10,19.52,Low
CASE/7862/2020,RAJ-UDA-07,Rajasthan,Udaipur,JDG-394,Writ,Property_Dispute,Full_Bench,Execution,7,2021-04-14,1357,0,38,14,0.368,0,0,1348,2920,0,91,24.33,Low
CASE/4759/2015,UTT-KAN-13,Uttar Pradesh,Kanpur,JDG-454,Criminal,Matrimonial,Single_Judge,Arguments,5,2018-03-24,2474,107,63,20,0.317,1,0,472,1825,649,52,62.51,High
CASE/8825/2019,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-240,Criminal,Commercial,Full_Bench,Arguments,5,2021-04-21,1350,74,28,5,0.179,1,0,277,365,985,27,56.46,High
CASE/8701/2018,UTT-ALL-08,Uttar Pradesh,Allahabad,JDG-153,Execution,POCSO,Division_Bench,Arguments,5,2022-02-26,1039,19,21,7,0.333,0,0,111,365,674,10,50.2,High
CASE/2253/2015,UTT-KAN-11,Uttar Pradesh,Kanpur,JDG-516,Civil,Property_Dispute,Division_Bench,Arguments,5,2021-03-04,1398,17,28,5,0.179,0,0,1072,2920,0,42,25.83,Medium
CASE/4677/2015,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-767,Writ,NDPS,Single_Judge,Execution,7,2023-08-15,504,1,16,4,0.25,0,0,341,1095,0,27,15.2,Low
CASE/6847/2017,DEL-SOU-18,Delhi,South,JDG-906,Criminal,POCSO,Magistrate,Execution,7,2015-05-29,3504,9,100,51,0.51,0,0,122,365,3139,10,47.21,Medium
CASE/4889/2024,MAD-IND-10,Madhya Pradesh,Indore,JDG-443,Civil,POCSO,Single_Judge,Judgment,6,2021-10-04,1184,33,33,8,0.242,1,0,154,365,819,33,63.36,High
CASE/2199/2023,RAJ-KOT-18,Rajasthan,Kota,JDG-297,Appeal,General_Civil,Full_Bench,Execution,7,2020-04-01,1735,87,27,11,0.407,0,0,1221,2190,0,53,47.68,Medium
CASE/4216/2017,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-909,Execution,Property_Dispute,Full_Bench,Execution,7,2015-02-27,3595,83,85,29,0.341,0,0,1319,2920,675,10,49.81,Medium
CASE/6644/2021,RAJ-JOD-06,Rajasthan,Jodhpur,JDG-188,Execution,General_Criminal,Full_Bench,Execution,7,2020-10-11,1542,181,31,12,0.387,1,0,528,730,812,70,62.84,High
CASE/5302/2018,WES-KOL-06,West Bengal,Kolkata,JDG-492,Appeal,Senior_Citizen,Full_Bench,Execution,7,2015-01-28,3625,21,92,27,0.293,1,0,114,180,3445,61,66.14,High
CASE/9544/2024,TAM-SAL-09,Tamil Nadu,Salem,JDG-769,Writ,Matrimonial,Full_Bench,Execution,7,2015-02-16,3606,0,80,23,0.287,0,0,503,1825,1781,87,43.49,Medium
CASE/5027/2017,GUJ-SUR-02,Gujarat,Surat,JDG-820,Appeal,SC_ST,Sessions,Execution,7,2019-07-19,1992,6,41,20,0.488,0,0,241,730,1262,36,52.83,High
CASE/3619/2018,RAJ-JAI-10,Rajasthan,Jaipur,JDG-256,Revision,Matrimonial,Magistrate,Arguments,5,2016-07-01,3105,96,69,35,0.507,0,0,547,1825,1280,10,56.96,High
CASE/8807/2018,MAD-GWA-14,Madhya Pradesh,Gwalior,JDG-796,Appeal,General_Civil,Division_Bench,Arguments,5,2023-07-18,532,95,11,3,0.273,0,0,1173,2190,0,369,21.76,Low
CASE/5928/2016,DEL-CEN-17,Delhi,Central,JDG-163,Revision,Property_Dispute,Single_Judge,Arguments,5,2021-04-29,1342,26,38,21,0.553,0,0,1162,2920,0,71,45.46,Medium
CASE/2696/2020,BIH-GAY-19,Bihar,Gaya,JDG-219,Criminal,General_Civil,Magistrate,Judgment,6,2020-11-01,1521,205,28,11,0.393,1,0,1063,2190,0,10,47.41,Medium
CASE/0912/2022,TAM-SAL-03,Tamil Nadu,Salem,JDG-525,Appeal,General_Civil,Sessions,Execution,7,2016-06-24,3112,79,70,30,0.429,0,0,1094,2190,922,77,54.53,High
CASE/5050/2015,MAD-BHO-18,Madhya Pradesh,Bhopal,JDG-936,Execution,Property_Dispute,Full_Bench,Execution,7,2019-06-10,2031,99,46,15,0.326,0,0,1225,2920,0,10,35.01,Medium
CASE/6942/2020,MAH-PUN-19,Maharashtra,Pune,JDG-654,Civil,SC_ST,Single_Judge,Execution,7,2022-11-08,784,28,14,1,0.071,0,0,239,730,54,97,36.89,Medium
CASE/6699/2017,MAH-MUM-16,Maharashtra,Mumbai,JDG-884,Writ,POCSO,Division_Bench,Execution,7,2023-08-16,503,20,15,5,0.333,0,0,160,365,138,10,53.78,High
CASE/6155/2016,WES-DUR-13,West Bengal,Durgapur,JDG-236,Appeal,Property_Dispute,Sessions,Execution,7,2022-08-28,856,22,18,4,0.222,0,0,1288,2920,0,131,14.7,Low
CASE/8665/2017,GUJ-AHM-06,Gujarat,Ahmedabad,JDG-954,Appeal,General_Civil,Division_Bench,Judgment,6,2023-03-01,671,112,10,5,0.5,0,0,817,2190,0,261,28.4,Medium
CASE/8921/2021,MAH-MUM-10,Maharashtra,Mumbai,JDG-943,Execution,Property_Dispute,Magistrate,Judgment,6,2020-12-18,1474,225,28,13,0.464,1,0,1427,2920,0,42,48.18,Medium
CASE/4517/2018,TAM-COI-15,Tamil Nadu,Coimbatore,JDG-132,Criminal,Matrimonial,Single_Judge,Execution,7,2023-02-17,683,55,15,5,0.333,0,0,743,1825,0,60,20.12,Low
CASE/1654/2024,WES-KOL-08,West Bengal,Kolkata,JDG-712,Civil,Commercial,Magistrate,Arguments,5,2015-05-18,3515,5,77,34,0.442,0,0,345,365,3150,77,44.86,Medium
CASE/3840/2023,MAH-PUN-02,Maharashtra,Pune,JDG-243,Appeal,Motor_Accident,Single_Judge,Execution,7,2017-06-08,2763,173,58,16,0.276,1,0,755,1825,938,21,54.12,High
CASE/9462/2024,BIH-MUZ-08,Bihar,Muzaffarpur,JDG-342,Writ,General_Criminal,Full_Bench,Arguments,5,2023-08-31,488,31,16,3,0.188,0,0,542,730,0,42,33.14,Medium
CASE/4924/2019,RAJ-JOD-17,Rajasthan,Jodhpur,JDG-705,Appeal,Commercial,Sessions,Execution,7,2015-09-07,3403,37,83,28,0.337,0,0,232,365,3038,10,41.96,Medium
CASE/5643/2021,KAR-MAN-18,Karnataka,Mangaluru,JDG-426,Civil,Property_Dispute,Sessions,Notice,2,2023-10-24,434,336,7,2,0.286,1,0,924,2920,0,1241,46.07,Medium
CASE/3013/2023,WES-SIL-05,West Bengal,Siliguri,JDG-969,Appeal,NDPS,Division_Bench,Execution,7,2020-04-23,1713,14,36,6,0.167,0,0,500,1095,618,10,41.98,Medium
CASE/9215/2021,TAM-MAD-05,Tamil Nadu,Madurai,JDG-642,Civil,Property_Dispute,Sessions,Execution,7,2019-09-03,1946,83,34,13,0.382,0,0,1121,2920,0,10,44.99,Medium
CASE/5412/2016,KAR-MAN-08,Karnataka,Mangaluru,JDG-194,Criminal,NDPS,Full_Bench,Arguments,5,2020-01-17,1810,34,37,9,0.243,0,1,390,1095,715,10,65.26,High
CASE/9912/2024,BIH-GAY-02,Bihar,Gaya,JDG-292,Appeal,NDPS,Single_Judge,Execution,7,2015-06-11,3491,97,73,29,0.397,1,0,381,1095,2396,47,61.67,High
CASE/4968/2015,DEL-SOU-16,Delhi,South,JDG-859,Writ,Commercial,Division_Bench,Arguments,5,2017-05-17,2785,26,80,32,0.4,0,0,335,365,2420,74,45.27,Medium
CASE/3351/2021,UTT-KAN-08,Uttar Pradesh,Kanpur,JDG-429,Execution,General_Criminal,Sessions,Judgment,6,2017-09-07,2672,0,61,20,0.328,0,0,477,730,1942,139,54.89,High
CASE/5887/2019,RAJ-KOT-15,Rajasthan,Kota,JDG-625,Execution,General_Civil,Full_Bench,Arguments,5,2017-12-07,2581,124,65,25,0.385,0,0,747,2190,391,10,41.16,Medium
